-4.211563956663606234e+01,-1.378401559192388959e+02,-2.568146873241450479e+01,nan,nan,-7.503397858437081425e+01,-1.012342603116573230e+02,-1.596019431630991221e+02,nan
-5.253646276574259844e+01,-9.345225142939820273e+01,-2.447562861735071138e+01,nan,-1.759610393131593185e+02,-6.660007060020890890e+01,-9.508267761870772006e+01,-1.994981149879686768e+02,-1.397130383485649929e+01
-4.409352589072197759e+01,-1.141073871255856318e+02,-3.040359303537695013e+01,-2.314930294704184917e+02,-2.617039530408878818e+02,-9.308006826886081342e+01,-1.036166954960389717e+02,-1.761165235762348118e+02,-1.614859730981655517e+01
