nan,nan,nan,nan,nan,nan,nan
nan,nan,-3.199704067652098161e+02,nan,nan,nan,-2.997872975481456024e+02
-2.639905695177289431e+02,-6.163275554036305266e+02,-3.240356070020656034e+02,-2.558752936823794357e+02,-6.273621583518627176e+01,-3.023540654657344930e+02,-3.047951960370065763e+02
