nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-7.028329402955942840e+01,nan,nan,-1.693886629275648943e+02,nan,nan,nan
-1.048743812641987176e+02,-3.356759280862127639e+02,-7.598966208680572265e+01,nan,-3.904425399697157104e+02,-1.784779044371796033e+02,-1.684444820882174554e+02,-5.079677401537828700e+02,-7.649195836615378141e+01
