nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,-6.310742817478858058e+01,nan,nan,-1.226208807245610046e+02,nan,nan,nan
-1.208876133290130923e+02,-3.250145938772454883e+02,-7.192021432032677808e+01,nan,-5.426688706897970178e+02,-2.268502492028702306e+02,-2.417080285622906786e+02,-4.130787374829437226e+02,-6.781515204772328786e+01
