nan,nan,nan,nan,nan,nan,nan
nan,nan,-3.981990861353900755e+02,nan,nan,nan,-2.988162692749471034e+02
-1.394840488156846732e+02,-6.583885219426191497e+02,-3.785024312999664744e+02,-3.379800509915222619e+02,-1.053746331365961879e+02,-3.192349827692470967e+02,-2.966404223385481487e+02
